,Title,Year of Release,Duration in min,Genre,Rating,Votes in Views,Gross in Millions,Action,Horror,Drama,Crime,Comedy,Thriller,Sci-Fi,Mystery,Adventure,Biography,war
437,Escape from Alcatraz,1979,112,"Action, Biography, Crime            ",7.6,51453,8.41,1,0,0,1,0,0,0,0,0,1,0
438,Un condamné à mort s'est échappé ou Le vent souffle où il veut,1956,101,"Drama, Thriller, War            ",8.3,245779,8.7,0,0,1,0,0,1,0,0,0,0,1
439,The Cabin in the Woods,2011,95,"Horror, Mystery, Thriller            ",7.0,157097,35.1,0,1,0,0,0,1,0,1,0,0,0
440,Silver Linings Playbook,2012,122,"Comedy, Drama, Romance            ",7.7,599110,218.82,0,0,1,0,1,0,0,0,0,0,0
441,Elf,2003,97,"Adventure, Comedy, Family            ",7.0,168326,102.27,0,0,0,0,1,0,0,0,1,0,0
442,The Abyss,1989,140,"Adventure, Drama, Mystery            ",7.5,224016,163.21,0,0,1,0,0,0,0,1,1,0,0
443,Gravity,2013,91,"Action, Drama, Sci-Fi            ",7.7,664430,100.55,1,0,1,0,0,0,1,0,0,0,0
444,Captain Phillips,2013,134,"Action, Biography, Crime            ",7.8,271472,47.7,1,0,0,1,0,0,0,0,0,1,0
445,Bound,1996,109,"Crime, Thriller            ",7.3,532723,92.05,0,0,0,1,0,1,0,0,0,0,0
446,Half Nelson,2006,106,Drama            ,7.1,506167,107.83,0,0,1,0,0,0,0,0,0,0,0
447,Munich,2005,164,"Action, Drama, History            ",7.5,688116,315.06,1,0,1,0,0,0,0,0,0,0,0
448,Traffic,2000,147,"Crime, Drama, Thriller            ",7.6,52362,16.79,0,0,1,1,0,1,0,0,0,0,0
449,Nightcrawler,2014,117,"Crime, Drama, Thriller            ",7.9,643007,389.81,0,0,1,1,0,1,0,0,0,0,0
450,Mistaken for Strangers,2013,75,"Documentary, Comedy, Music            ",7.3,147644,81.9,0,0,0,0,1,0,0,0,0,0,0
451,The Bad Lieutenant: Port of Call - New Orleans,2009,122,"Crime, Drama            ",6.6,267030,75.75,0,0,1,1,0,0,0,0,0,0,0
452,A Bug's Life,1998,95,"Animation, Adventure, Comedy            ",7.2,36104,0.02,0,0,0,0,1,0,0,0,1,0,0
453,Whiplash,2014,106,"Drama, Music            ",8.5,120647,14.43,0,0,1,0,0,0,0,0,0,0,0
454,Star Wars: Episode VII - The Force Awakens,2015,138,"Action, Adventure, Sci-Fi            ",7.9,163505,28.78,1,0,0,0,0,0,1,0,1,0,0
455,Lat sau san taam,1992,128,"Action, Crime, Thriller            ",7.8,46142,1.8,1,0,0,1,0,1,0,0,0,0,0
456,The Place Beyond the Pines,2012,140,"Crime, Drama, Thriller            ",7.3,370472,215.29,0,0,1,1,0,1,0,0,0,0,0
457,Happy Gilmore,1996,92,"Comedy, Sport            ",7.0,212881,82.35,0,0,0,0,1,0,0,0,0,0,0
458,Kramer vs. Kramer,1979,105,Drama            ,7.8,185112,40.9,0,0,1,0,0,0,0,0,0,0,0
459,Wonder Boys,2000,107,"Comedy, Drama            ",7.3,328196,55.69,0,0,1,0,1,0,0,0,0,0,0
460,War of the Worlds,2005,116,"Action, Adventure, Sci-Fi            ",6.5,137754,32.22,1,0,0,0,0,0,1,0,1,0,0
461,Four Weddings and a Funeral,1994,117,"Comedy, Drama, Romance            ",7.1,547316,324.59,0,0,1,0,1,0,0,0,0,0,0
462,E.T. the Extra-Terrestrial,1982,115,"Adventure, Family, Sci-Fi            ",7.9,231110,14.67,0,0,0,0,0,0,1,0,1,0,0
463,Nixon,1995,192,"Biography, Drama, History            ",7.1,382167,353.01,0,0,1,0,0,0,0,0,0,1,0
464,Star Wars: Episode III - Revenge of the Sith,2005,140,"Action, Adventure, Fantasy            ",7.6,84108,10.0,1,0,0,0,0,0,0,0,1,0,0
465,Army of Darkness,1992,81,"Comedy, Horror            ",7.4,27683,0.05,0,1,0,0,1,0,0,0,0,0,0
466,Manhunter,1986,120,"Crime, Mystery, Thriller            ",7.2,413088,46.89,0,0,0,1,0,1,0,1,0,0,0
467,Catfish,2010,87,"Documentary, Drama, Mystery            ",7.1,136921,52.1,0,0,1,0,0,0,0,1,0,0,0
468,Tootsie,1982,116,"Comedy, Drama, Romance            ",7.4,83594,16.31,0,0,1,0,1,0,0,0,0,0,0
469,Do the Right Thing,1989,120,"Comedy, Drama            ",7.9,30356,0.96,0,0,1,0,1,0,0,0,0,0,0
470,Crumb,1994,119,"Documentary, Biography, Comedy            ",8.0,132578,30.0,0,0,0,0,1,0,0,0,0,1,0
471,A Fish Called Wanda,1988,108,"Comedy, Crime            ",7.5,181272,41.62,0,0,0,1,1,0,0,0,0,0,0
472,To Live and Die in L.A.,1985,116,"Action, Crime, Drama            ",7.3,202981,8.75,1,0,1,1,0,0,0,0,0,0,0
473,Superman II,1980,127,"Action, Adventure, Sci-Fi            ",6.8,103145,2.24,1,0,0,0,0,0,1,0,1,0,0
474,Confessions of a Dangerous Mind,2002,113,"Biography, Comedy, Crime            ",7.0,122218,0.79,0,0,0,1,1,0,0,0,0,1,0
475,Paper Moon,1973,102,"Comedy, Crime, Drama            ",8.1,73924,4.56,0,0,1,1,1,0,0,0,0,0,0
476,Angel Heart,1987,113,"Horror, Mystery, Thriller            ",7.3,349512,25.38,0,1,0,0,0,1,0,1,0,0,0
477,Days of Wine and Roses,1962,117,Drama            ,7.8,59405,108.42,0,0,1,0,0,0,0,0,0,0,0
478,You're Next,2011,95,"Horror, Thriller            ",6.6,169793,16.38,0,1,0,0,0,1,0,0,0,0,0
479,Bugsy Malone,1976,93,"Comedy, Crime, Family            ",6.8,325384,177.0,0,0,0,1,1,0,0,0,0,0,0
480,Gattaca,1997,106,"Drama, Sci-Fi, Thriller            ",7.8,176110,3.33,0,0,1,0,0,1,1,0,0,0,0
481,Strange Days,1995,145,"Crime, Drama, Sci-Fi            ",7.2,26513,6.71,0,0,1,1,0,0,1,0,0,0,0
482,The Other Guys,2010,107,"Action, Comedy, Crime            ",6.6,228568,67.29,1,0,0,1,1,0,0,0,0,0,0
483,L'ennemi public n°1,2008,133,"Action, Biography, Crime            ",7.4,81698,48.2,1,0,0,1,0,0,0,0,0,1,0
484,Biloxi Blues,1988,106,"Comedy, Drama            ",6.7,100726,22.49,0,0,1,0,1,0,0,0,0,0,0
485,A Simple Plan,1998,121,"Crime, Drama, Thriller            ",7.5,16110,0.86,0,0,1,1,0,1,0,0,0,0,0
486,Sleepers,1996,147,"Crime, Drama, Thriller            ",7.6,343239,173.59,0,0,1,1,0,1,0,0,0,0,0
487,Letters from Iwo Jima,2006,141,"Action, Adventure, Drama            ",7.9,162825,46.96,1,0,1,0,0,0,0,0,1,0,0
488,Psycho,1960,109,"Horror, Mystery, Thriller            ",8.5,107276,3.13,0,1,0,0,0,1,0,1,0,0,0
489,The Muppet Christmas Carol,1992,85,"Comedy, Drama, Family            ",7.7,104889,45.95,0,0,1,0,1,0,0,0,0,0,0
490,How to Train Your Dragon,2010,98,"Animation, Action, Adventure            ",8.1,102660,27.09,1,0,0,0,0,0,0,0,1,0,0
491,The World Is Not Enough,1999,128,"Action, Adventure, Thriller            ",6.4,48482,0.23,1,0,0,0,0,1,0,0,1,0,0
492,Avatar,2009,162,"Action, Adventure, Fantasy            ",7.9,39627,35.51,1,0,0,0,0,0,0,0,1,0,0
493,Bug,2006,102,"Drama, Horror, Thriller            ",6.1,22190,1.91,0,1,1,0,0,1,0,0,0,0,0
494,V for Vendetta,2005,132,"Action, Drama, Sci-Fi            ",8.2,648119,424.67,1,0,1,0,0,0,1,0,0,0,0
495,His Girl Friday,1940,92,"Comedy, Drama, Romance            ",7.9,47229,2.65,0,0,1,0,1,0,0,0,0,0,0
496,King of New York,1990,103,"Crime, Thriller            ",6.9,434224,66.26,0,0,0,1,0,1,0,0,0,0,0
497,Adaptation.,2002,115,"Comedy, Drama            ",7.7,151858,106.89,0,0,1,0,1,0,0,0,0,0,0
498,The Butcher Boy,1997,110,"Comedy, Drama            ",7.1,233947,74.7,0,0,1,0,1,0,0,0,0,0,0
499,Dead Man's Shoes,2004,90,"Crime, Drama, Thriller            ",7.6,65143,20.5,0,0,1,1,0,1,0,0,0,0,0
500,Punch-Drunk Love,2002,95,"Comedy, Drama, Romance            ",7.3,373781,209.84,0,0,1,0,1,0,0,0,0,0,0
501,Master and Commander: The Far Side of the World,2003,138,"Action, Adventure, Drama            ",7.4,55389,129.8,1,0,1,0,0,0,0,0,1,0,0
502,Born on the Fourth of July,1989,145,"Biography, Drama, War            ",7.2,446875,90.14,0,0,1,0,0,0,0,0,0,1,1
503,Twin Peaks: Fire Walk with Me,1992,134,"Drama, Horror, Mystery            ",7.2,2782,0.51,0,1,1,0,0,0,0,1,0,0,0
504,Ed Wood,1994,127,"Biography, Comedy, Drama            ",7.9,19276,5.0,0,0,1,0,1,0,0,0,0,1,0
505,Nochnoy dozor,2004,114,"Action, Fantasy, Horror            ",6.4,204340,6.39,1,1,0,0,0,0,0,0,0,0,0
506,Bad Lieutenant,1992,96,"Crime, Drama, Thriller            ",7.0,62570,42.37,0,0,1,1,0,1,0,0,0,0,0
507,The Lincoln Lawyer,2011,118,"Crime, Drama, Mystery            ",7.3,18286,32.48,0,0,1,1,0,0,0,1,0,0,0
508,Wanted,2008,110,"Action, Crime, Thriller            ",6.7,3841,0.01,1,0,0,1,0,1,0,0,0,0,0
509,Brokeback Mountain,2005,134,"Drama, Romance            ",7.7,26193,2.3,0,0,1,0,0,0,0,0,0,0,0
510,Near Dark,1987,94,Horror            ,6.9,74741,38.04,0,1,0,0,0,0,0,0,0,0,0
511,The Wild Bunch,1969,145,"Action, Adventure, Western            ",7.9,213172,44.54,1,0,0,0,0,0,0,0,1,0,0
512,A Few Good Men,1992,138,"Drama, Thriller            ",7.7,150064,1.74,0,0,1,0,0,1,0,0,0,0,0
513,Enron: The Smartest Guys in the Room,2005,110,"Documentary, Biography, History            ",7.6,89237,37.74,0,0,0,0,0,0,0,0,0,1,0
514,Predator,1987,107,"Action, Adventure, Horror            ",7.8,146982,80.25,1,1,0,0,0,0,0,0,1,0,0
515,La haine,1995,98,"Crime, Drama            ",8.1,111617,86.93,0,0,1,1,0,0,0,0,0,0,0
516,The Matrix Reloaded,2003,138,"Action, Sci-Fi            ",7.2,413872,56.82,1,0,0,0,0,0,1,0,0,0,0
517,The Revenant,2015,156,"Action, Adventure, Drama            ",8.0,237169,77.32,1,0,1,0,0,0,0,0,1,0,0
518,Deadpool,2016,108,"Action, Adventure, Comedy            ",8.0,166843,82.16,1,0,0,0,1,0,0,0,1,0,0
519,La vita è bella,1997,116,"Comedy, Drama, Romance            ",8.6,11174,16.64,0,0,1,0,1,0,0,0,0,0,0
520,Anvil: The Story of Anvil,2008,80,"Documentary, Biography, Drama            ",7.9,96160,49.44,0,0,1,0,0,0,0,0,0,1,0
521,Eden Lake,2008,91,"Horror, Thriller            ",6.8,4992,2.33,0,1,0,0,0,1,0,0,0,0,0
522,The Last Seduction,1994,110,"Crime, Drama, Romance            ",7.0,98149,34.6,0,0,1,1,0,0,0,0,0,0,0
523,In America,2002,105,Drama            ,7.7,86641,4.17,0,0,1,0,0,0,0,0,0,0,0
524,Pinocchio,1940,88,"Animation, Adventure, Comedy            ",7.5,247069,53.33,0,0,0,0,1,0,0,0,1,0,0
525,Splice,2009,104,"Horror, Sci-Fi            ",5.8,51401,50.61,0,1,0,0,0,0,1,0,0,0,0
526,Blood Simple,1984,99,"Crime, Drama, Thriller            ",7.6,42693,2.91,0,0,1,1,0,1,0,0,0,0,0
527,Next Goal Wins,2014,97,"Documentary, Sport            ",7.8,51453,8.41,0,0,0,0,0,0,0,0,0,0,0
528,Secretary,2002,107,"Comedy, Drama, Romance            ",6.9,157097,35.1,0,0,1,0,1,0,0,0,0,0,0
529,Garden State,2004,102,"Comedy, Drama, Romance            ",7.4,599110,218.82,0,0,1,0,1,0,0,0,0,0,0
530,Frost/Nixon,2008,122,"Biography, Drama, History            ",7.7,425109,109.45,0,0,1,0,0,0,0,0,0,1,0
531,Ne le dis à personne,2006,131,"Crime, Drama, Mystery            ",7.5,168326,102.27,0,0,1,1,0,0,0,1,0,0,0
532,22 Jump Street,2014,112,"Action, Comedy, Crime            ",7.0,224016,163.21,1,0,0,1,1,0,0,0,0,0,0
533,21 Grams,2003,124,"Crime, Drama, Thriller            ",7.7,664430,100.55,0,0,1,1,0,1,0,0,0,0,0
534,Local Hero,1983,111,"Comedy, Drama            ",7.3,271472,47.7,0,0,1,0,1,0,0,0,0,0,0
535,Annie Hall,1977,93,"Comedy, Romance            ",8.0,532723,92.05,0,0,0,0,1,0,0,0,0,0,0
536,Heathers,1988,103,"Comedy, Crime            ",7.2,506167,107.83,0,0,0,1,1,0,0,0,0,0,0
537,Adventureland,2009,107,"Comedy, Drama, Romance            ",6.8,688116,315.06,0,0,1,0,1,0,0,0,0,0,0
538,The Conversation,1974,113,"Drama, Mystery, Thriller            ",7.8,52362,16.79,0,0,1,0,0,1,0,1,0,0,0
539,Watchmen,2009,162,"Action, Drama, Mystery            ",7.7,643007,389.81,1,0,1,0,0,0,0,1,0,0,0
540,[Rec],2007,78,"Horror, Mystery, Thriller            ",7.4,147644,81.9,0,1,0,0,0,1,0,1,0,0,0
541,Dnevnoy dozor,2006,132,"Action, Fantasy, Horror            ",6.4,267030,75.75,1,1,0,0,0,0,0,0,0,0,0
542,Fish Tank,2009,123,Drama            ,7.3,36104,0.02,0,0,1,0,0,0,0,0,0,0,0
543,Sling Blade,1996,135,Drama            ,8.0,120647,14.43,0,0,1,0,0,0,0,0,0,0,0
544,The Kid Stays in the Picture,2002,93,"Documentary, Biography            ",7.3,163505,28.78,0,0,0,0,0,0,0,0,0,1,0
545,Ferris Bueller's Day Off,1986,103,Comedy            ,7.8,46142,1.8,0,0,0,0,1,0,0,0,0,0,0
546,I Love You Phillip Morris,2009,102,"Biography, Comedy, Crime            ",6.6,370472,215.29,0,0,0,1,1,0,0,0,0,1,0
547,Rio Bravo,1959,141,Western            ,8.0,212881,82.35,0,0,0,0,0,0,0,0,0,0,0
548,Kind Hearts and Coronets,1949,106,"Comedy, Crime            ",8.0,185112,40.9,0,0,0,1,1,0,0,0,0,0,0
549,Choke,2008,92,"Comedy, Drama            ",6.4,328196,55.69,0,0,1,0,1,0,0,0,0,0,0
550,The Conjuring,2013,112,"Horror, Mystery, Thriller            ",7.5,137754,32.22,0,1,0,0,0,1,0,1,0,0,0
551,Body Heat,1981,113,"Crime, Drama, Romance            ",7.4,547316,324.59,0,0,1,1,0,0,0,0,0,0,0
552,The Big Red One,1980,113,"Drama, War            ",7.1,231110,14.67,0,0,1,0,0,0,0,0,0,0,1
553,The Rover,2014,103,"Action, Crime, Drama            ",6.4,382167,353.01,1,0,1,1,0,0,0,0,0,0,0
554,Moulin Rouge!,2001,127,"Drama, Musical, Romance            ",7.6,84108,10.0,0,0,1,0,0,0,0,0,0,0,0
555,Harry Brown,2009,103,"Action, Crime, Drama            ",7.2,27683,0.05,1,0,1,1,0,0,0,0,0,0,0
556,The Contender,2000,126,"Drama, Thriller            ",6.9,413088,46.89,0,0,1,0,0,1,0,0,0,0,0
557,Siu Lam juk kau,2001,113,"Action, Comedy, Fantasy            ",7.3,136921,52.1,1,0,0,0,1,0,0,0,0,0,0
558,Spoorloos,1988,107,"Mystery, Thriller            ",7.7,83594,16.31,0,0,0,0,0,1,0,1,0,0,0
559,Mad Max 2,1981,96,"Action, Adventure, Sci-Fi            ",7.6,30356,0.96,1,0,0,0,0,0,1,0,1,0,0
560,Love and Death,1975,85,"Comedy, War            ",7.7,132578,30.0,0,0,0,0,1,0,0,0,0,0,1
561,Blue Valentine,2010,112,"Drama, Romance            ",7.4,181272,41.62,0,0,1,0,0,0,0,0,0,0,0
562,Slap Shot,1977,123,"Comedy, Drama, Sport            ",7.3,202981,8.75,0,0,1,0,1,0,0,0,0,0,0
563,Gremlins 2: The New Batch,1990,106,"Comedy, Fantasy, Horror            ",6.4,103145,2.24,0,1,0,0,1,0,0,0,0,0,0
564,Wall Street,1987,126,"Crime, Drama            ",7.3,122218,0.79,0,0,1,1,0,0,0,0,0,0,0
565,Tommy,1975,111,"Drama, Musical            ",6.6,73924,4.56,0,0,1,0,0,0,0,0,0,0,0
566,The King of Comedy,1982,109,"Comedy, Crime, Drama            ",7.8,349512,25.38,0,0,1,1,1,0,0,0,0,0,0
567,House of Games,1987,102,"Crime, Thriller            ",7.2,59405,108.42,0,0,0,1,0,1,0,0,0,0,0
568,The Tree of Life,2011,139,"Drama, Fantasy            ",6.8,169793,16.38,0,0,1,0,0,0,0,0,0,0,0
569,Lethal Weapon,1987,109,"Action, Crime, Thriller            ",7.6,325384,177.0,1,0,0,1,0,1,0,0,0,0,0
570,Midsommar,2019,148,"Drama, Horror, Mystery            ",7.1,176110,3.33,0,1,1,0,0,0,0,1,0,0,0
571,Stranger Than Fiction,2006,113,"Comedy, Drama, Fantasy            ",7.6,26513,6.71,0,0,1,0,1,0,0,0,0,0,0
572,Into the Abyss,2011,107,"Documentary, Crime, Drama            ",7.3,228568,67.29,0,0,1,1,0,0,0,0,0,0,0
573,The Mask,1994,101,"Action, Comedy, Crime            ",6.9,81698,48.2,1,0,0,1,1,0,0,0,0,0,0
574,The Muppets,2011,120,"Adventure, Comedy, Family            ",7.1,100726,22.49,0,0,0,0,1,0,0,0,1,0,0
575,Gonzo: The Life and Work of Dr. Hunter S. Thompson,2008,120,"Documentary, Biography, Music            ",7.6,16110,0.86,0,0,0,0,0,0,0,0,0,1,0
576,Blazing Saddles,1974,93,"Comedy, Western            ",7.7,162825,46.96,0,0,0,0,1,0,0,0,0,0,0
577,Win Win,2011,106,"Comedy, Drama, Sport            ",7.2,107276,3.13,0,0,1,0,1,0,0,0,0,0,0
578,Dead Man Walking,1995,122,"Crime, Drama            ",7.5,104889,45.95,0,0,1,1,0,0,0,0,0,0,0
579,Mou gaan dou,2002,101,"Action, Crime, Drama            ",8.0,102660,27.09,1,0,1,1,0,0,0,0,0,0,0
580,The Way of the Gun,2000,119,"Action, Crime, Drama            ",6.6,48482,0.23,1,0,1,1,0,0,0,0,0,0,0
581,Lawrence of Arabia,1962,218,"Adventure, Biography, Drama            ",8.3,58097,1.71,0,0,1,0,0,0,0,0,1,1,0
582,Brüno,2009,81,Comedy            ,5.9,39627,35.51,0,0,0,0,1,0,0,0,0,0,0
583,Redbelt,2008,99,"Drama, Sport            ",6.7,22190,1.91,0,0,1,0,0,0,0,0,0,0,0
584,Lethal Weapon 2,1989,114,"Action, Crime, Thriller            ",7.3,648119,424.67,1,0,0,1,0,1,0,0,0,0,0
585,Atonement,2007,123,"Drama, Mystery, Romance            ",7.8,47229,2.65,0,0,1,0,0,0,0,1,0,0,0
586,Lost Highway,1997,134,"Mystery, Thriller            ",7.6,434224,66.26,0,0,0,0,0,1,0,1,0,0,0
587,Re-Animator,1985,84,"Comedy, Horror, Sci-Fi            ",7.2,151858,106.89,0,1,0,0,1,0,1,0,0,0,0
588,The Wizard of Oz,1939,102,"Adventure, Family, Fantasy            ",8.1,233947,74.7,0,0,0,0,0,0,0,0,1,0,0
589,Iron Man,2008,126,"Action, Adventure, Sci-Fi            ",7.9,65143,20.5,1,0,0,0,0,0,1,0,1,0,0
590,The Girl with the Dragon Tattoo,2011,158,"Crime, Drama, Mystery            ",7.8,373781,209.84,0,0,1,1,0,0,0,1,0,0,0
591,Incendies,2010,131,"Drama, Mystery, War            ",8.3,55389,129.8,0,0,1,0,0,0,0,1,0,0,1
592,The Intouchables,2011,112,"Biography, Comedy, Drama            ",8.5,446875,90.14,0,0,1,0,1,0,0,0,0,1,0
593,Mr. Smith Goes to Washington,1939,129,"Comedy, Drama            ",8.1,2782,0.51,0,0,1,0,1,0,0,0,0,0,0
594,The Guard,2011,96,"Comedy, Crime, Thriller            ",7.3,19276,5.0,0,0,0,1,1,1,0,0,0,0,0
595,Beauty and the Beast,1991,84,"Animation, Family, Fantasy            ",8.1,204340,6.39,0,0,0,0,0,0,0,0,0,0,0
596,Pirates of the Caribbean: Dead Man's Chest,2006,151,"Action, Adventure, Fantasy            ",7.4,62570,42.37,1,0,0,0,0,0,0,0,1,0,0
597,The Big Sleep,1946,114,"Crime, Film-Noir, Mystery            ",7.9,18286,32.48,0,0,0,1,0,0,0,1,0,0,0
598,Star Wars: Episode VI - Return of the Jedi,1983,131,"Action, Adventure, Fantasy            ",8.3,3841,0.01,1,0,0,0,0,0,0,0,1,0,0
599,Easy A,2010,92,"Comedy, Drama, Romance            ",7.0,26193,2.3,0,0,1,0,1,0,0,0,0,0,0
600,The Maltese Falcon,1941,100,"Crime, Film-Noir, Mystery            ",8.0,213172,44.54,0,0,0,1,0,0,0,1,0,0,0
601,In the Line of Fire,1993,128,"Action, Crime, Drama            ",7.2,150064,1.74,1,0,1,1,0,0,0,0,0,0,0
602,Bringing Out the Dead,1999,121,"Drama, Thriller            ",6.8,89237,37.74,0,0,1,0,0,1,0,0,0,0,0
603,White Heat,1949,114,"Action, Crime, Drama            ",8.1,146982,80.25,1,0,1,1,0,0,0,0,0,0,0
604,Chasing Amy,1997,113,"Comedy, Drama, Romance            ",7.2,111617,86.93,0,0,1,0,1,0,0,0,0,0,0
605,Angela's Ashes,1999,145,"Biography, Drama            ",7.3,413872,56.82,0,0,1,0,0,0,0,0,0,1,0
606,I'm Not There,2007,135,"Biography, Drama, Music            ",6.8,237169,77.32,0,0,1,0,0,0,0,0,0,1,0
607,Misery,1990,107,"Drama, Thriller            ",7.8,166843,82.16,0,0,1,0,0,1,0,0,0,0,0
608,The Thomas Crown Affair,1999,113,"Crime, Romance, Thriller            ",6.8,11174,16.64,0,0,0,1,0,1,0,0,0,0,0
609,Who Framed Roger Rabbit,1988,104,"Animation, Adventure, Comedy            ",7.7,96160,49.44,0,0,0,0,1,0,0,0,1,0,0
610,The Treasure of the Sierra Madre,1948,126,"Adventure, Drama, Western            ",8.2,4992,2.33,0,0,1,0,0,0,0,0,1,0,0
611,Lost in Translation,2003,102,"Comedy, Drama            ",7.7,98149,34.6,0,0,1,0,1,0,0,0,0,0,0
612,Primal Fear,1996,129,"Crime, Drama, Mystery            ",7.7,86641,4.17,0,0,1,1,0,0,0,1,0,0,0
613,Mulholland Dr.,2001,147,"Drama, Mystery, Thriller            ",7.9,247069,53.33,0,0,1,0,0,1,0,1,0,0,0
614,Walk the Line,2005,136,"Biography, Drama, Music            ",7.8,51401,50.61,0,0,1,0,0,0,0,0,0,1,0
615,The China Syndrome,1979,122,"Drama, Thriller            ",7.4,1016751,422.78,0,0,1,0,0,1,0,0,0,0,0
616,Narc,2002,105,"Crime, Drama, Mystery            ",7.1,42693,2.91,0,0,1,1,0,0,0,1,0,0,0
617,El orfanato,2007,105,"Adventure, Drama, Horror            ",7.4,337259,0.27,0,1,1,0,0,0,0,0,1,0,0
618,De rouille et d'os,2012,120,"Drama, Romance            ",7.5,51453,8.41,0,0,1,0,0,0,0,0,0,0,0
619,Les quatre cents coups,1959,99,"Crime, Drama            ",8.1,157097,35.1,0,0,1,1,0,0,0,0,0,0,0
620,Hunger,2008,96,"Biography, Crime, Drama            ",7.5,599110,218.82,0,0,1,1,0,0,0,0,0,1,0
621,Koroshiya 1,2001,129,"Action, Crime, Drama            ",7.0,425109,109.45,1,0,1,1,0,0,0,0,0,0,0
622,The Dark Knight Rises,2012,164,"Action, Crime, Drama            ",8.4,168326,102.27,1,0,1,1,0,0,0,0,0,0,0
623,X-Men,2000,104,"Action, Adventure, Sci-Fi            ",7.4,224016,163.21,1,0,0,0,0,0,1,0,1,0,0
624,Looper,2012,119,"Action, Drama, Sci-Fi            ",7.4,271472,47.7,1,0,1,0,0,0,1,0,0,0,0
625,La La Land,2016,128,"Comedy, Drama, Music            ",8.0,532723,92.05,0,0,1,0,1,0,0,0,0,0,0
626,Logan,2017,137,"Action, Drama, Sci-Fi            ",8.1,688116,315.06,1,0,1,0,0,0,1,0,0,0,0
627,American Gangster,2007,157,"Biography, Crime, Drama            ",7.8,52362,16.79,0,0,1,1,0,0,0,0,0,1,0
628,Interstellar,2014,169,"Adventure, Drama, Sci-Fi            ",8.7,643007,389.81,0,0,1,0,0,0,1,0,1,0,0
629,Alan Partridge: Alpha Papa,2013,90,"Action, Comedy, Crime            ",6.9,147644,81.9,1,0,0,1,1,0,0,0,0,0,0
630,X: First Class,2011,131,"Action, Adventure, Sci-Fi            ",7.7,267030,75.75,1,0,0,0,0,0,1,0,1,0,0
631,Crash,1996,100,Drama            ,6.4,36104,0.02,0,0,1,0,0,0,0,0,0,0,0
632,Mona Lisa,1986,104,"Crime, Drama, Romance            ",7.3,120647,14.43,0,0,1,1,0,0,0,0,0,0,0
633,"Synecdoche, New York",2008,124,Drama            ,7.5,163505,28.78,0,0,1,0,0,0,0,0,0,0,0
634,The Town,2010,125,"Crime, Drama, Thriller            ",7.5,370472,215.29,0,0,1,1,0,1,0,0,0,0,0
635,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,97,"Documentary, Sport            ",7.3,212881,82.35,0,0,0,0,0,0,0,0,0,0,0
636,Mission: Impossible III,2006,126,"Action, Adventure, Thriller            ",6.9,185112,40.9,1,0,0,0,0,1,0,0,1,0,0
637,On Her Majesty's Secret Service,1969,142,"Action, Adventure, Thriller            ",6.8,328196,55.69,1,0,0,0,0,1,0,0,1,0,0
638,Ace Ventura: Pet Detective,1994,86,Comedy            ,6.9,137754,32.22,0,0,0,0,1,0,0,0,0,0,0
639,Sherlock Holmes,2009,128,"Action, Adventure, Mystery            ",7.6,547316,324.59,1,0,0,0,0,0,0,1,1,0,0
640,Piranha 3D,2010,88,"Comedy, Horror            ",5.5,231110,14.67,0,1,0,0,1,0,0,0,0,0,0
641,Kingsman: The Secret Service,2014,129,"Action, Adventure, Comedy            ",7.7,382167,353.01,1,0,0,0,1,0,0,0,1,0,0
642,Song of the Sea,2014,93,"Animation, Adventure, Drama            ",8.1,84108,10.0,0,0,1,0,0,0,0,0,1,0,0
643,Star Wars: Episode VIII - The Last Jedi,2017,152,"Action, Adventure, Fantasy            ",6.9,413088,46.89,1,0,0,0,0,0,0,0,1,0,0
644,Hacksaw Ridge,2016,139,"Biography, Drama, History            ",8.1,136921,52.1,0,0,1,0,0,0,0,0,0,1,0
645,Dunkirk,2017,106,"Action, Drama, History            ",7.8,83594,16.31,1,0,1,0,0,0,0,0,0,0,0
646,Gimme Shelter,1970,91,"Documentary, Music, Thriller            ",7.8,30356,0.96,0,0,0,0,0,1,0,0,0,0,0
647,Frenzy,1972,116,Thriller            ,7.4,132578,30.0,0,0,0,0,0,1,0,0,0,0,0
648,Amadeus,1984,160,"Biography, Drama, Music            ",8.4,181272,41.62,0,0,1,0,0,0,0,0,0,1,0
649,Jodaeiye Nader az Simin,2011,123,Drama            ,8.3,202981,8.75,0,0,1,0,0,0,0,0,0,0,0
650,Dallas Buyers Club,2013,117,"Biography, Drama            ",8.0,103145,2.24,0,0,1,0,0,0,0,0,0,1,0
651,Die Hard: With a Vengeance,1995,128,"Action, Adventure, Thriller            ",7.6,122218,0.79,1,0,0,0,0,1,0,0,1,0,0
652,Freeway,1996,102,"Crime, Drama, Thriller            ",6.8,73924,4.56,0,0,1,1,0,1,0,0,0,0,0
653,Carlos,2010,334,"Biography, Crime, Drama            ",7.6,349512,25.38,0,0,1,1,0,0,0,0,0,1,0
654,Per qualche dollaro in più,1965,132,Western            ,8.3,59405,108.42,0,0,0,0,0,0,0,0,0,0,0
655,Ratatouille,2007,111,"Animation, Adventure, Comedy            ",8.1,169793,16.38,0,0,0,0,1,0,0,0,1,0,0
656,The Funeral,1996,99,"Crime, Drama            ",6.6,325384,177.0,0,0,1,1,0,0,0,0,0,0,0
